Date,Ticker,Close,High,Low,Open,Volume
2023-01-03,AAPL,123.33065032958984,129.07956676089162,122.44316513126005,128.4681939201586,112117500
2023-01-03,GOOGL,88.50953674316406,90.42631667651999,87.91364064095848,88.97631091009568,28131200
2023-01-03,MSFT,234.42356872558594,240.46077124140547,232.29048067163205,237.84823891620616,25740000
2023-01-04,AAPL,124.60269165039062,126.87070818781424,123.34049402108371,125.12531965096696,89113600
2023-01-04,GOOGL,87.47666931152344,90.02906496049344,86.67221251659535,89.73111687687052,34854800
2023-01-04,MSFT,224.16912841796875,227.85797664505387,221.09671066302377,227.28067869083657,50623400
2023-01-05,AAPL,123.28132629394531,125.9930816643783,123.02494756660151,125.3619828345772,80962700
2023-01-05,GOOGL,85.60954284667969,86.97016132679408,85.3116023377022,86.8708478238016,27194400
2023-01-05,MSFT,217.52528381347656,222.6525101847704,216.9871183182412,222.31003716133554,39585600
2023-01-06,AAPL,127.81736755371094,128.4780480462767,123.15315196037015,124.25757880895641,87754700
2023-01-06,GOOGL,86.74172973632812,87.0893383476196,84.2787216281847,86.19550170469084,41381500
2023-01-06,MSFT,220.08888244628906,220.90102036196717,214.62899248610293,218.20042850517999,43613600
2023-01-09,AAPL,128.33999633789062,131.55466910779157,128.08361757784448,128.6555533163335,70790800
2023-01-09,GOOGL,87.41707611083984,89.43317735489786,87.25817602105704,87.75475111447206,29003900
2023-01-09,MSFT,222.2317352294922,226.26307141609416,221.53702478368263,221.57615730202494,27369800
2023-01-10,AAPL,128.9119415283203,129.4345696464241,126.33823803970584,128.44847658636624,63896200
2023-01-10,GOOGL,87.81434631347656,88.06263388453512,85.24209071433492,85.39106477239713,30467800
2023-01-10,MSFT,223.92453002929688,226.33157576127422,222.43724039296023,222.85797845401495,27033900
2023-01-11,AAPL,131.633544921875,131.6532559460779,128.64568467754964,129.4246914378982,69458900
2023-01-11,GOOGL,90.89310455322266,90.9725583891189,88.40030296334042,88.56913668176881,26862000
2023-01-11,MSFT,230.69558715820312,230.87170589795403,226.1358795554185,226.31199829516942,28669300
2023-01-12,AAPL,131.55467224121094,132.39284227281698,129.6120678053339,132.01813716022232,71379600
2023-01-12,GOOGL,90.50576782226562,91.24070436753142,89.13522338270101,90.85337642641241,30258100
2023-01-12,MSFT,233.37660217285156,234.73668494527053,228.53314279943885,230.1965511287431,27269500
2023-01-13,AAPL,132.88587951660156,133.04365799858422,129.82900042275443,130.19384999657817,57809700
2023-01-13,GOOGL,91.4889907836914,91.55851098824732,89.51261661092427,90.22768590186173,26329200
2023-01-13,MSFT,234.0811309814453,234.2181172124819,229.86389601484052,231.8991306833696,21333300
2023-01-17,AAPL,134.0494842529297,135.38070076927318,132.26465833803292,132.95492042575748,63646600
2023-01-17,GOOGL,90.6646728515625,91.6180960310852,89.4331688584874,91.42939508883157,32602400
2023-01-17,MSFT,235.17703247070312,235.72497738718545,231.98718681629944,232.84825164527405,29831300
2023-01-18,AAPL,133.3296356201172,136.68234566241608,133.15213106325567,134.91724588612811,69672800
2023-01-18,GOOGL,90.49584197998047,92.1643344905254,90.0191265867673,91.50885177199906,29116700
2023-01-18,MSFT,230.73471069335938,237.16331319071614,230.4509588691296,236.37074903194667,30028700
2023-01-19,AAPL,133.38877868652344,134.35514542774973,131.9096394708051,132.2153258346004,58280400
2023-01-19,GOOGL,92.41261291503906,92.96877450470505,90.00918409441093,90.09857153682633,37000400
2023-01-19,MSFT,226.938232421875,230.4509772666671,225.71513580011168,228.74842139423623,28623000
2023-01-20,AAPL,135.95262145996094,136.1005444209002,132.35338844252215,133.3986444948596,80223600
2023-01-20,GOOGL,97.34857177734375,97.62666017673301,94.36912140666584,94.44857523506278,63191100
2023-01-20,MSFT,235.04981994628906,235.55863232657438,229.46270795242353,229.80518098211877,35389800
2023-01-23,AAPL,139.14761352539062,141.32688614093584,135.98224769941717,136.19918940943845,81760300
2023-01-23,GOOGL,99.10646057128906,99.35474812430549,96.8321456764025,97.27906024097814,40005100
2023-01-23,MSFT,237.35899353027344,239.89324581557503,234.49204766030977,235.91085150015493,31934000
2023-01-24,AAPL,140.5478515625,141.16909504465488,138.3488681121143,138.35872362656914,66435100
2023-01-24,GOOGL,97.03076171875,98.92768204637555,96.53418666885439,97.42802327409328,33078500
2023-01-24,MSFT,236.8306427001953,238.69953795471773,235.2650879547733,237.28074883436128,40234400
2023-01-25,AAPL,139.8871612548828,140.44922647148869,136.87957443059517,138.93064978868992,65799300
2023-01-25,GOOGL,94.56776428222656,95.5013279050371,93.11776588375292,94.91536534057045,42330000
2023-01-25,MSFT,235.43142700195312,238.0635333641679,225.93040571836002,229.43335629238763,66526600
2023-01-26,AAPL,141.9579620361328,142.2439224000094,139.92659771489312,141.178940100887,54105100
2023-01-26,GOOGL,96.85200500488281,96.90166554616475,94.72666416473407,95.83899512609038,30114000
2023-01-26,MSFT,242.66233825683594,242.9656637907967,236.79147523449313,238.4059565934867,33454500
2023-01-27,AAPL,143.90052795410156,145.18245171809102,141.09017225065355,141.16906148730033,70555800
2023-01-27,GOOGL,98.68933868408203,99.63282834879519,96.6434441075587,96.6434441075587,33879800
2023-01-27,MSFT,242.8189239501953,244.45297920647357,241.51754738385625,243.6310618794315,26498900
2023-01-30,AAPL,141.0113067626953,143.52584706043817,140.863398823187,142.9440557695909,64015300
2023-01-30,GOOGL,96.2759780883789,97.61672927716072,95.73967609743931,96.8122800793185,27226200
2023-01-30,MSFT,237.48619079589844,240.3139891044338,236.9871579041488,239.2474376856289,25867400
2023-01-31,AAPL,142.28335571289062,142.3326633733732,140.30131415280843,140.71547141700836,65874500
2023-01-31,GOOGL,98.16295623779297,98.20268315266414,96.15679628817142,96.20645682604395,29870700
2023-01-31,MSFT,242.47645568847656,242.61344191233738,237.72105544533972,238.21029409203948,26541100
2023-02-01,AAPL,143.40750122070312,144.57109881294525,139.35467333783802,141.967813832125,77663600
2023-02-01,GOOGL,99.7420654296875,100.49686163170139,96.91158914355285,98.03384603535108,35531100
2023-02-01,MSFT,247.31011962890625,249.68781212878685,240.18680659624076,242.66235279117208,31259900
2023-02-02,AAPL,148.72254943847656,149.07752846410273,146.10939403157928,146.82923768896234,118339000
2023-02-02,GOOGL,107.00199890136719,107.11124602798093,104.8865917332853,105.07529269327897,69883800
2023-02-02,MSFT,258.9050598144531,258.99311917464655,251.7132467911275,253.24946308292516,39940400
2023-02-03,AAPL,152.35134887695312,155.1913011660709,145.77411121969988,145.97132678498124,154357300
2023-02-03,GOOGL,104.06227111816406,107.07151484914603,101.87734382713276,102.22494486291488,65309300
2023-02-03,MSFT,252.78964233398438,258.51374109776305,251.56654558363684,253.9540328291761,29077300
2023-02-06,AAPL,149.61988830566406,150.97084596204795,148.68310295478358,150.4482178700856,69858300
2023-02-06,GOOGL,102.19515991210938,103.64515833481778,101.18214243699336,101.69858479842287,31999600
2023-02-06,MSFT,251.24359130859375,252.74066029817823,249.29643114757204,251.8991842011105,22518000
2023-02-07,AAPL,152.49928283691406,153.07121860652774,148.54505515759215,148.54505515759215,83322600
2023-02-07,GOOGL,106.90267944335938,107.43898142309807,102.413644187333,102.51295768495851,49010200
2023-02-07,MSFT,261.8013610839844,262.98531015234266,254.48234077073667,254.92266746149838,50841400
2023-02-08,AAPL,149.80723571777344,152.43024651571073,149.0676660222592,151.73998447588093,64120100
2023-02-08,GOOGL,98.68933868408203,102.43351162623514,97.36844709177582,101.35098153887236,94743500
2023-02-08,MSFT,260.9892578125,270.8033838180028,260.4804305117884,267.3200070611244,54686000
2023-02-09,AAPL,148.77186584472656,152.18375469815612,148.32812694513675,151.64140046684096,56007100
2023-02-09,GOOGL,94.35919189453125,99.34480199770559,92.988639925003,99.31500870743477,119455000
2023-02-09,MSFT,257.9461364746094,268.0831750785003,257.14377806067694,267.9070265007635,42375100
2023-02-10,AAPL,149.13722229003906,149.46313155581217,147.36942786369346,147.60645689413434,57450700
2023-02-10,GOOGL,93.92221069335938,96.08727835366426,93.60440294400885,94.79618010978967,54980700
2023-02-10,MSFT,257.4373474121094,258.40603024749146,255.04986074687702,255.9011311004859,25818500
2023-02-13,AAPL,151.94203186035156,152.34693578344766,149.04836048379,149.07798723256394,62199000
2023-02-13,GOOGL,93.96194458007812,94.54789958320347,93.19721465397471,94.09105138319008,50076100
2023-02-13,MSFT,265.48046875,268.68987310618746,261.4002052618533,261.879679445157,44630900
2023-02-14,AAPL,151.30007934570312,151.86301769491905,148.9891025921519,150.233471212628,61707600
2023-02-14,GOOGL,94.03145599365234,94.20028969972182,91.62803446223668,93.78316845750277,54726100
2023-02-14,MSFT,266.31219482421875,269.0519194736593,263.4843809353684,266.8014335016731,37047900
2023-02-15,AAPL,153.4036865234375,153.57157647071767,150.98407305919312,151.21121650909475,65573800
2023-02-15,GOOGL,96.2759780883789,96.4547454186921,93.50508825709151,93.84275567149737,50169000
2023-02-15,MSFT,264.1835632324219,265.566675446504,261.10343462754037,263.20263513184307,28922400
2023-02-16,AAPL,151.8037567138672,154.3912596999377,151.44822068703985,151.6062249781976,68167900
2023-02-16,GOOGL,94.85576629638672,97.01090015224685,94.09103649131777,94.7167258913076,42462600
2023-02-16,MSFT,257.1502990722656,261.6527555228092,256.90506704379015,258.9846298555741,29603600
2023-02-17,AAPL,150.6581573486328,151.10257366904202,148.97924287733272,150.46064065840176,59144100
2023-02-17,GOOGL,93.7037124633789,94.90542320133379,92.571521930855,94.20028752420988,34284100
