Data,Ticker,Abertura,Fechamento,Volume
2000-01-03,BBAS3.SA,0.45526780986525045,0.44442787766456604,1029600
2000-01-03,VALE3.SA,1.3548721075057983,1.3548721075057983,585600
2000-01-04,BBAS3.SA,0.44442809446026904,0.4232906699180603,628200
2000-01-04,VALE3.SA,1.3419679353591816,1.3226126432418823,782400
2000-01-05,BBAS3.SA,0.4227484995901956,0.4276264011859894,957600
2000-01-05,VALE3.SA,1.3064834638774154,1.3226126432418823,1876800
2000-01-06,BBAS3.SA,0.42762654827176005,0.43358826637268066,410400
2000-01-06,VALE3.SA,1.3226126432418823,1.3226126432418823,792000
2000-01-07,BBAS3.SA,0.43358811228056887,0.42383238673210144,788400
2000-01-07,VALE3.SA,1.3387421588546242,1.37100088596344,5347200
2000-01-10,BBAS3.SA,0.4438862200885296,0.44713813066482544,1098000
2000-01-10,VALE3.SA,1.4516486070797634,1.4839073419570923,2980800
2000-01-11,BBAS3.SA,0.44984793459490446,0.44117605686187744,1285200
2000-01-11,VALE3.SA,1.4839071630256548,1.4871329069137573,326400
2000-01-12,BBAS3.SA,0.44442797258958744,0.44713813066482544,1168200
2000-01-12,VALE3.SA,1.4903589268844877,1.501649260520935,5068800
2000-01-13,BBAS3.SA,0.45526787109179884,0.4395500719547272,1103400
2000-01-13,VALE3.SA,1.5516505241394043,1.5516505241394043,120000
2000-01-14,BBAS3.SA,0.444427943347267,0.43900832533836365,496800
2000-01-14,VALE3.SA,1.5551990727179423,1.5806834697723389,3484800
2000-01-17,BBAS3.SA,0.4335882706334501,0.44226014614105225,298800
2000-01-17,VALE3.SA,1.5806834925403417,1.6129422187805176,230400
2000-01-18,BBAS3.SA,0.4335881729347977,0.45418351888656616,612000
2000-01-18,VALE3.SA,1.596813437117891,1.5645543336868286,3724800
2000-01-19,BBAS3.SA,0.45472549795253525,0.44930553436279297,210600
2000-01-19,VALE3.SA,1.564553975470867,1.5581024885177612,1872000
2000-01-20,BBAS3.SA,0.44226026197737045,0.44659602642059326,689400
2000-01-20,VALE3.SA,1.5484249591827393,1.5484249591827393,748800
2000-01-21,BBAS3.SA,0.4444278251887402,0.45038989186286926,316800
2000-01-21,VALE3.SA,1.548425317062267,1.5161662101745605,144000
2000-01-24,BBAS3.SA,0.4390083194965245,0.4395500719547272,1794600
2000-01-24,VALE3.SA,1.5161658597509131,1.5484249591827393,705600
2000-01-25,BBAS3.SA,0.43955007195472723,0.4395500719547272,0
2000-01-25,VALE3.SA,1.5484249591827393,1.5484249591827393,0
2000-01-26,BBAS3.SA,0.43954995798100044,0.4498477876186371,293400
2000-01-26,VALE3.SA,1.535521149635315,1.535521149635315,196800
2000-01-27,BBAS3.SA,0.46068753082339525,0.44009217619895935,405000
2000-01-27,VALE3.SA,1.5645541397253737,1.5484249591827393,686400
2000-01-28,BBAS3.SA,0.4552678112742518,0.4287104308605194,1071000
2000-01-28,VALE3.SA,1.5484249591827393,1.5484249591827393,211200
2000-01-31,BBAS3.SA,0.43087842412036464,0.42816826701164246,572400
2000-01-31,VALE3.SA,1.5484249591827393,1.5484249591827393,0
2000-02-01,BBAS3.SA,0.42925246941207645,0.42816826701164246,554400
2000-02-01,VALE3.SA,1.5161662101745605,1.5161662101745605,148800
2000-02-02,BBAS3.SA,0.4281681484562204,0.42383238673210144,153000
2000-02-02,VALE3.SA,1.5290701208324284,1.4516488313674927,739200
2000-02-03,BBAS3.SA,0.433588232336724,0.42816826701164246,277200
2000-02-03,VALE3.SA,1.4355192768500578,1.4516488313674927,4382400
2000-02-04,BBAS3.SA,0.43358826637268066,0.43358826637268066,509400
2000-02-04,VALE3.SA,1.451648549914445,1.50648832321167,345600
2000-02-07,BBAS3.SA,0.434130788120758,0.4265427589416504,642600
2000-02-07,VALE3.SA,1.5161656490480626,1.5806834697723389,81600
2000-02-08,BBAS3.SA,0.43358841201044507,0.4362982213497162,2721600
2000-02-08,VALE3.SA,1.5806839084644988,1.672621726989746,1036800
2000-02-09,BBAS3.SA,0.43358841201044507,0.4362982213497162,356400
2000-02-09,VALE3.SA,1.6484275194743532,1.6452016830444336,6081600
2000-02-10,BBAS3.SA,0.4335883859409214,0.43033647537231445,1814400
2000-02-10,VALE3.SA,1.6452015191316605,1.5484249591827393,3969600
2000-02-11,BBAS3.SA,0.4303363229201477,0.42816826701164246,1090800
2000-02-11,VALE3.SA,1.5484252548411293,1.4674553871154785,43200
2000-02-14,BBAS3.SA,0.42762639629837196,0.42383238673210144,597600
2000-02-14,VALE3.SA,1.4677777274239192,1.4484224319458008,278400
2000-02-15,BBAS3.SA,0.41678677750527493,0.40486329793930054,781200
2000-02-15,VALE3.SA,1.4484224936293653,1.4839073419570923,158400
2000-02-16,BBAS3.SA,0.40486308913363017,0.41407671570777893,2455200
2000-02-16,VALE3.SA,1.4839073419570923,1.4839073419570923,470400
2000-02-17,BBAS3.SA,0.4064892204054021,0.40594711899757385,1508400
2000-02-17,VALE3.SA,1.4516488313674927,1.4516488313674927,9600
2000-02-18,BBAS3.SA,0.40594697301730776,0.4064890742301941,504000
2000-02-18,VALE3.SA,1.4516488313674927,1.4516488313674927,28800
2000-02-21,BBAS3.SA,0.4091987596435928,0.42383238673210144,1875600
2000-02-21,VALE3.SA,1.4516488313674927,1.4516488313674927,52800
2000-02-22,BBAS3.SA,0.4390083671076775,0.4178709089756012,394200
2000-02-22,VALE3.SA,1.4193896055221558,1.4193896055221558,422400
2000-02-23,BBAS3.SA,0.41787063676020963,0.4276264011859894,903600
2000-02-23,VALE3.SA,1.4839075712289742,1.4516488313674927,792000
2000-02-24,BBAS3.SA,0.4276265246977573,0.4064890742301941,1197000
2000-02-24,VALE3.SA,1.4516486517572853,1.4355190992355347,340800
2000-02-25,BBAS3.SA,0.4064890719312536,0.4091988801956177,1519200
2000-02-25,VALE3.SA,1.4193896055221558,1.4193896055221558,38400
2000-02-28,BBAS3.SA,0.4146188199520111,0.4146188199520111,181800
2000-02-28,VALE3.SA,1.4032602889713277,1.3871307373046875,81600
