Id,Ticker,Data,Abertura,Fechamento,Volume
62,BBSE3.SA,2020-01-20,22.131603864997274,22.076656341552734,1488800
63,ITUB3.SA,2020-01-20,19.842811273739386,19.475589752197266,779240
64,PETR4.SA,2020-01-20,8.798256823530272,8.887127876281738,31241400
65,VALE3.SA,2020-01-20,33.27678421555965,33.48695373535156,16746300
66,BBAS3.SA,2020-01-21,16.039284603009868,15.654083251953125,28958400
67,BBSE3.SA,2020-01-21,22.021708183996655,21.978971481323242,2704800
68,ITUB3.SA,2020-01-21,19.47559004720487,19.00528907775879,1091640
69,PETR4.SA,2020-01-21,8.827881320816122,8.774559020996094,28577400
70,VALE3.SA,2020-01-21,33.16002375950515,32.71049499511719,25436800
71,BBAS3.SA,2020-01-22,15.799747949189555,15.77708911895752,20918800
72,BBSE3.SA,2020-01-22,21.924022000358306,22.094968795776367,1737000
73,ITUB3.SA,2020-01-22,19.069715059145228,19.314529418945312,708070
74,PETR4.SA,2020-01-22,8.807142946337688,8.676798820495605,32491500
75,VALE3.SA,2020-01-22,33.04327029818724,32.86812973022461,17269400
76,BBAS3.SA,2020-01-23,15.712351537054493,16.664026260375977,43249000
77,BBSE3.SA,2020-01-23,21.9484463346224,22.125499725341797,2792100
78,ITUB3.SA,2020-01-23,19.37250140549578,19.726837158203125,623810
79,PETR4.SA,2020-01-23,8.617553384223564,8.783446311950684,53752100
80,VALE3.SA,2020-01-23,32.36021122508598,32.40107727050781,23028900
81,BBAS3.SA,2020-01-24,16.63813075908078,16.443910598754883,18300600
82,BBSE3.SA,2020-01-24,22.13770498536457,21.917917251586914,1972800
83,ITUB3.SA,2020-01-24,19.778381612631296,19.48202896118164,326150
84,PETR4.SA,2020-01-24,8.756783734238931,8.67976188659668,36898700
85,VALE3.SA,2020-01-24,32.47113095746629,31.40860939025879,19744800
86,BBAS3.SA,2020-01-27,16.204367854337395,16.282054901123047,24031800
87,BBSE3.SA,2020-01-27,21.68591875394694,21.368444442749023,3837500
88,ITUB3.SA,2020-01-27,19.301637991345746,19.243656158447266,767250
89,PETR4.SA,2020-01-27,8.481285262145501,8.303543090820312,66105300
90,VALE3.SA,2020-01-27,30.159274376772323,29.487899780273438,38779700
91,BBAS3.SA,2020-01-28,16.443908807523417,16.414775848388672,15292800
92,BBSE3.SA,2020-01-28,21.398967686329968,21.37454605102539,2891000
93,ITUB3.SA,2020-01-28,19.327413095944642,19.076156616210938,722700
94,PETR4.SA,2020-01-28,8.422036256318458,8.531643867492676,47259100
95,VALE3.SA,2020-01-28,29.890727996826172,29.890727996826172,23046400
96,BBAS3.SA,2020-01-29,16.50864565750003,16.010149002075195,16800400
97,BBSE3.SA,2020-01-29,21.466125503342607,21.746967315673828,4452500
98,ITUB3.SA,2020-01-29,19.134132158673445,18.908645629882812,456610
99,PETR4.SA,2020-01-29,8.59088995431553,8.546454429626465,42297500
100,VALE3.SA,2020-01-29,30.182627118912322,29.628013610839844,23323000
101,BBAS3.SA,2020-01-30,15.764142226167133,16.120210647583008,25079800
102,BBSE3.SA,2020-01-30,21.3806547030475,21.74086570739746,3237300
103,ITUB3.SA,2020-01-30,18.857112997818174,19.166351318359375,707410
104,PETR4.SA,2020-01-30,8.37760046361108,8.57311725616455,44266800
105,VALE3.SA,2020-01-30,29.172653789415016,30.065872192382812,23083200
106,BBAS3.SA,2020-01-31,15.89685629471999,15.712347984313965,32252800
107,BBSE3.SA,2020-01-31,21.533288215754315,21.234128952026367,3888200
108,ITUB3.SA,2020-01-31,19.10192425804954,18.966632843017578,724790
109,PETR4.SA,2020-01-31,8.48128077261886,8.427958488464355,55446700
110,VALE3.SA,2020-01-31,29.75061127328636,29.347787857055664,29988200
111,BBAS3.SA,2020-02-03,15.715586531771672,15.790037155151367,20402800
112,BBSE3.SA,2020-02-03,21.307389513053497,21.32570457458496,5295300
113,ITUB3.SA,2020-02-03,19.053649499004706,19.06654167175293,760100
114,PETR4.SA,2020-02-03,8.448698491334264,8.347977638244629,39452800
115,VALE3.SA,2020-02-03,29.482066745438303,29.721426010131836,18858200
116,BBAS3.SA,2020-02-04,15.955123152337283,15.618475914001465,23533200
117,BBSE3.SA,2020-02-04,21.60044405612522,21.03265380859375,3063100
118,ITUB3.SA,2020-02-04,19.240574772280315,19.19545555114746,359370
119,PETR4.SA,2020-02-04,8.487207121795075,8.481282234191895,57658400
120,VALE3.SA,2020-02-04,30.474524354479303,30.515390396118164,21559200
121,BBAS3.SA,2020-02-05,15.925991186451501,16.314430236816406,47383400
122,BBSE3.SA,2020-02-05,21.30738823086268,21.142545700073242,4403900
123,ITUB3.SA,2020-02-05,19.22124671936035,19.22124671936035,671110
124,PETR4.SA,2020-02-05,8.605700645349405,8.410183906555176,67994500
125,VALE3.SA,2020-02-05,31.128393458556822,30.935739517211914,26797700
126,BBAS3.SA,2020-02-06,16.50864947011891,16.03928565979004,19325800
127,BBSE3.SA,2020-02-06,21.337915951284913,21.246335983276367,2726400
128,ITUB3.SA,2020-02-06,19.311475791643762,19.137441635131836,374440
129,PETR4.SA,2020-02-06,8.502017881209223,8.644211769104004,126114000
130,VALE3.SA,2020-02-06,31.326872030922456,31.105026245117188,22155800
131,BBAS3.SA,2020-02-07,16.03928481029849,16.055469512939453,15590000
132,BBSE3.SA,2020-02-07,21.069282766390995,21.588232040405273,5436200
133,ITUB3.SA,2020-02-07,19.234127930542435,19.189008712768555,820380
134,PETR4.SA,2020-02-07,8.590890732461425,8.570154190063477,54514600
135,VALE3.SA,2020-02-07,30.871515263440457,30.416147232055664,14450900
136,BBAS3.SA,2020-02-10,16.091072296338606,15.89685344696045,15570600
137,BBSE3.SA,2020-02-10,22.00949669810205,21.869075775146484,6401600
138,ITUB3.SA,2020-02-10,19.189010081088888,19.369489669799805,602690
139,PETR4.SA,2020-02-10,8.55830424939292,8.629401206970215,45328100
140,VALE3.SA,2020-02-10,30.299387803049207,29.301082611083984,28244800
141,BBAS3.SA,2020-02-11,16.159049413867923,16.612228393554688,36193000
142,BBSE3.SA,2020-02-11,22.192651846936336,22.5101261138916,5170200
143,ITUB3.SA,2020-02-11,19.627324599835184,20.181659698486328,1603360
144,PETR4.SA,2020-02-11,8.709385692257126,8.733084678649902,37518200
145,VALE3.SA,2020-02-11,29.861531857836848,30.386953353881836,27560600
146,BBAS3.SA,2020-02-12,16.790265794423618,16.709341049194336,33234200
147,BBSE3.SA,2020-02-12,22.711601930063736,22.681076049804688,11955800
148,ITUB3.SA,2020-02-12,20.18165426654864,20.284786224365234,1011340
149,PETR4.SA,2020-02-12,8.780482787985152,8.925639152526855,64851000
150,VALE3.SA,2020-02-12,30.999954334833358,30.982440948486328,28539800
151,BBAS3.SA,2020-02-13,16.621942298676167,16.450382232666016,27612600
152,BBSE3.SA,2020-02-13,22.681077337391617,22.736024856567383,6433000
153,ITUB3.SA,2020-02-13,20.239673342383732,19.923831939697266,526130
154,PETR4.SA,2020-02-13,8.818992362390809,8.804180145263672,55277100
155,VALE3.SA,2020-02-13,30.486209957797,30.439504623413086,20105600
156,BBAS3.SA,2020-02-14,16.46980141367936,16.136390686035156,20045400
157,BBSE3.SA,2020-02-14,22.52419201823266,22.189546585083008,4105500
158,ITUB3.SA,2020-02-14,19.98183730365486,19.66599464416504,874280
159,PETR4.SA,2020-02-14,8.845654797185968,8.715310096740723,30399900
160,VALE3.SA,2020-02-14,30.480371140816427,29.773969650268555,19896200
161,BBAS3.SA,2020-02-17,16.210840763105356,15.893614768981934,13498000
162,BBSE3.SA,2020-02-17,22.311820877363935,21.706886291503906,4574200
163,ITUB3.SA,2020-02-17,19.782016567838607,19.5628604888916,1101980
164,PETR4.SA,2020-02-17,8.777519231874106,8.697535514831543,38684900
165,VALE3.SA,2020-02-17,30.188461440422653,31.180927276611328,28134200
166,BBAS3.SA,2020-02-18,15.848302615081407,16.045759201049805,17858200
167,BBSE3.SA,2020-02-18,21.623224514345754,21.4494686126709,3451300
168,ITUB3.SA,2020-02-18,19.562858105888527,19.543521881103516,765160
169,PETR4.SA,2020-02-18,8.608665224113182,8.813069343566895,33890900
170,VALE3.SA,2020-02-18,30.67886111922769,30.824811935424805,18054400
171,BBAS3.SA,2020-02-19,16.023098092382618,16.0846004486084,22296200
172,BBSE3.SA,2020-02-19,21.500950685920195,21.867773056030273,3025100
173,ITUB3.SA,2020-02-19,19.633764557960593,19.736896514892578,1070960
174,PETR4.SA,2020-02-19,8.848616341028778,9.050057411193848,44181800
175,VALE3.SA,2020-02-19,30.900706095782922,30.830650329589844,14439700
176,BBAS3.SA,2020-02-20,16.184950608280545,15.919517517089844,24104400
177,BBSE3.SA,2020-02-20,21.92569219229081,21.52025604248047,4621600
178,ITUB3.SA,2020-02-20,19.78847103292955,19.717567443847656,1480710
179,PETR4.SA,2020-02-20,9.12411889224532,8.86343002319336,73522900
180,VALE3.SA,2020-02-20,31.099200495146512,30.474531173706055,18818800
181,BBAS3.SA,2020-02-21,15.79974333514475,15.932459831237793,12871200
182,BBSE3.SA,2020-02-21,21.430160811751467,21.237096786499023,3963300
183,ITUB3.SA,2020-02-21,19.655374315141746,19.58205795288086,1018930
184,PETR4.SA,2020-02-21,8.741970512146255,8.632362365722656,47805100
185,VALE3.SA,2020-02-21,29.7739603580443,29.26605224609375,32249900
186,BBAS3.SA,2020-02-26,15.220083946192547,14.772626876831055,30428200
187,BBSE3.SA,2020-02-26,20.464836547618656,20.419788360595703,7677600
188,ITUB3.SA,2020-02-26,18.842232042057827,18.788909912109375,2453440
189,PETR4.SA,2020-02-26,8.010266845935618,7.7643890380859375,89207100
190,VALE3.SA,2020-02-26,27.240260298714016,26.47547721862793,46923300
191,BBAS3.SA,2020-02-27,14.632183532079209,14.95552921295166,62945800
192,BBSE3.SA,2020-02-27,20.303950020859226,20.252466201782227,7304400
193,ITUB3.SA,2020-02-27,18.66226995921612,18.775577545166016,2038740
194,PETR4.SA,2020-02-27,7.619230872712898,7.494811058044434,100112100
195,VALE3.SA,2020-02-27,26.066815719047888,25.96173095703125,42419000
196,BBAS3.SA,2020-02-28,15.073111359323478,15.305005073547363,52758400
197,BBSE3.SA,2020-02-28,20.336127913409307,20.49701499938965,7323200
198,ITUB3.SA,2020-02-28,18.65562241415043,19.068859100341797,1788820
199,PETR4.SA,2020-02-28,7.453337605633706,7.506660461425781,89095300
200,VALE3.SA,2020-02-28,25.681507407327672,25.868324279785156,33228600
201,BBAS3.SA,2020-03-02,15.291938833618712,15.399721145629883,26420400
202,BBSE3.SA,2020-03-02,20.497015323386773,20.33612823486328,5088200
203,ITUB3.SA,2020-03-02,19.132196736295903,19.072179794311523,1644610
204,PETR4.SA,2020-03-02,7.554060687978405,7.859185695648193,71596400
205,VALE3.SA,2020-03-02,26.201086561555044,27.065114974975586,48372500
206,BBAS3.SA,2020-03-03,15.256012606231682,14.94899845123291,43107400
207,BBSE3.SA,2020-03-03,20.316819280057047,19.711883544921875,6875900
208,ITUB3.SA,2020-03-03,19.245568427339233,18.878795623779297,2025540
209,PETR4.SA,2020-03-03,7.871033696428696,7.716989994049072,86855700
210,VALE3.SA,2020-03-03,27.286965539174627,27.059280395507812,52401800
211,BBAS3.SA,2020-03-04,15.17109269769077,14.965327262878418,38468000
212,BBSE3.SA,2020-03-04,20.072276268332015,19.975744247436523,4747200
213,ITUB3.SA,2020-03-04,19.032167566904086,19.072179794311523,1742950
214,PETR4.SA,2020-03-04,7.971753305993042,7.9658284187316895,42320500
215,VALE3.SA,2020-03-04,28.022558000756185,28.35532569885254,31476600
216,BBAS3.SA,2020-03-05,14.78242510192054,14.080211639404297,51693600
217,BBSE3.SA,2020-03-05,19.94999776619653,19.589611053466797,7050600
218,ITUB3.SA,2020-03-05,18.998831762176806,18.752094268798828,1620630
219,PETR4.SA,2020-03-05,7.7999352499151575,7.491848468780518,69722300
220,VALE3.SA,2020-03-05,27.82406051827715,27.351179122924805,29092300
221,BBAS3.SA,2020-03-06,13.65235290954255,13.815658569335938,38051400
222,BBSE3.SA,2020-03-06,19.00398430689638,19.615354537963867,8295200
223,ITUB3.SA,2020-03-06,18.33863470197883,18.145244598388672,3001460
224,PETR4.SA,2020-03-06,7.139325825995231,6.76310396194458,138597600
225,VALE3.SA,2020-03-06,25.804103515258664,26.0434627532959,39718600
226,BBAS3.SA,2020-03-09,12.558203525809775,12.290382385253906,50349200
227,BBSE3.SA,2020-03-09,18.662901013508247,18.270336151123047,7993600
228,ITUB3.SA,2020-03-09,16.751518030953285,17.338354110717773,2894540
229,PETR4.SA,2020-03-09,5.275991130140172,4.754612922668457,254813800
230,VALE3.SA,2020-03-09,23.614843456453954,22.08527946472168,59037000
231,BBAS3.SA,2020-03-10,12.907678640936242,12.937073707580566,64873400
232,BBSE3.SA,2020-03-10,18.662900924682617,18.662900924682617,9851900
233,ITUB3.SA,2020-03-10,18.005205906982802,17.76513671875,2672340
234,PETR4.SA,2020-03-10,5.524830973671485,5.201931953430176,170478000
235,VALE3.SA,2020-03-10,24.461359298423538,26.160226821899414,63269800
236,BBAS3.SA,2020-03-11,12.60719277819238,11.820059776306152,50007000
237,BBSE3.SA,2020-03-11,18.33469397214454,17.877775192260742,6325700
238,ITUB3.SA,2020-03-11,17.671774451596836,16.871543884277344,2870890
239,PETR4.SA,2020-03-11,4.947166964980717,4.695364952087402,132482400
240,VALE3.SA,2020-03-11,25.109376771282694,23.78414535522461,50025000
241,BBAS3.SA,2020-03-12,9.585100750928396,10.258027076721191,63084800
242,BBSE3.SA,2020-03-12,16.73225984126864,16.22385597229004,6799800
243,ITUB3.SA,2020-03-12,15.71120725507633,15.171051979064941,3218380
244,PETR4.SA,2020-03-12,4.046604688897453,3.732593059539795,151535900
245,VALE3.SA,2020-03-12,21.01691653744177,20.63744354248047,62222000
246,BBAS3.SA,2020-03-13,11.89602893381997,11.978093147277832,81556200
247,BBSE3.SA,2020-03-13,17.697580276367,17.12482261657715,11014500
248,ITUB3.SA,2020-03-13,17.218312496505998,16.844871520996094,3004100
249,PETR4.SA,2020-03-13,4.473187871666618,4.562058925628662,174972600
250,VALE3.SA,2020-03-13,24.519738345566743,25.045162200927734,67635900
251,BBAS3.SA,2020-03-16,10.01183352987181,9.979007720947266,62690400
252,BBSE3.SA,2020-03-16,15.155564822434922,15.4966459274292,9896400
253,ITUB3.SA,2020-03-16,15.171051979064943,15.171051979064941,3101890
254,PETR4.SA,2020-03-16,3.824426595459963,3.877749443054199,126432800
255,VALE3.SA,2020-03-16,21.022754022938315,22.79167938232422,59078300
256,BBAS3.SA,2020-03-17,10.3072629468656,10.461544036865234,54067400
257,BBSE3.SA,2020-03-17,15.64466044468887,17.163434982299805,12420300
258,ITUB3.SA,2020-03-17,15.804562281195672,15.864579200744629,2339480
259,PETR4.SA,2020-03-17,4.028831932393271,3.8510892391204834,149228500
260,VALE3.SA,2020-03-17,23.644029042795832,24.23366928100586,52743800
261,BBAS3.SA,2020-03-18,9.57525421203614,8.734916687011719,76586600
262,BBSE3.SA,2020-03-18,15.702578255397997,17.279272079467773,13173100
263,ITUB3.SA,2020-03-18,15.337769328148536,14.5108642578125,2978030
264,PETR4.SA,2020-03-18,3.4926410264879966,3.34452223777771,162515200
265,VALE3.SA,2020-03-18,22.651564508176573,22.563995361328125,59689100
266,BBAS3.SA,2020-03-19,8.370548201990088,8.393526077270508,83329800
267,BBSE3.SA,2020-03-19,16.687206441118857,15.747625350952148,13699100
268,ITUB3.SA,2020-03-19,14.544202172189168,14.804277420043945,4888840
269,PETR4.SA,2020-03-19,3.2793503857257496,3.6170613765716553,157065200
270,VALE3.SA,2020-03-19,21.89262135924365,21.250438690185547,52645400
271,BBAS3.SA,2020-03-20,8.862933277301737,8.075117111206055,59350200
272,BBSE3.SA,2020-03-20,16.41048099765939,15.760497093200684,10444900
273,ITUB3.SA,2020-03-20,15.637853619548416,14.070734977722168,13290200
274,PETR4.SA,2020-03-20,3.8836749365133865,3.5548512935638428,149029900
275,VALE3.SA,2020-03-20,22.12614751958656,20.544038772583008,50479900
276,BBAS3.SA,2020-03-23,8.206418439554326,7.264321327209473,53616200
277,BBSE3.SA,2020-03-23,15.509517238395581,14.415484428405762,8664300
278,ITUB3.SA,2020-03-23,14.464177347138056,13.137126922607422,2951080
279,PETR4.SA,2020-03-23,3.58743765300885,3.4067327976226807,107092400
280,VALE3.SA,2020-03-23,20.754205210973126,19.907690048217773,41958300
281,BBAS3.SA,2020-03-24,7.943814712219318,8.508416175842285,51598600
282,BBSE3.SA,2020-03-24,15.19417644825467,15.902078628540039,6921500
283,ITUB3.SA,2020-03-24,13.72396682930197,13.690624237060547,5142170
284,PETR4.SA,2020-03-24,3.7237061354045298,3.925147771835327,114259200
285,VALE3.SA,2020-03-24,21.518987971734003,21.974353790283203,37044800
286,BBAS3.SA,2020-03-25,8.51169963153858,9.529295921325684,50041200
287,BBSE3.SA,2020-03-25,15.593177192168316,17.079774856567383,5479500
288,ITUB3.SA,2020-03-25,13.790660788252776,14.437515258789062,2288880
289,PETR4.SA,2020-03-25,3.9221856006024316,4.242122173309326,158286200
290,VALE3.SA,2020-03-25,22.295447189888353,23.848363876342773,38064400
291,BBAS3.SA,2020-03-26,9.631056333388036,10.008551597595215,51320000
292,BBSE3.SA,2020-03-26,17.079773940126927,17.08620834350586,5461100
293,ITUB3.SA,2020-03-26,14.437511446926315,15.35777759552002,1903220
294,PETR4.SA,2020-03-26,4.2658210287273635,4.262858867645264,130618400
295,VALE3.SA,2020-03-26,23.941771028728997,24.519737243652344,36253000
296,BBAS3.SA,2020-03-27,9.447231789881922,9.269972801208496,41604800
297,BBSE3.SA,2020-03-27,16.307515100857074,15.766934394836426,6214900
298,ITUB3.SA,2020-03-27,14.997670864604043,14.784276008605957,1004630
299,PETR4.SA,2020-03-27,3.939960479736328,3.939960479736328,101405900
300,VALE3.SA,2020-03-27,22.943465092084374,23.410507202148438,32331200
301,BBAS3.SA,2020-03-30,9.4866216168834,9.516164779663086,31537200
302,BBSE3.SA,2020-03-30,15.728324349816392,15.953566551208496,5648300
303,ITUB3.SA,2020-03-30,14.804284696888871,15.224406242370605,593450
304,PETR4.SA,2020-03-30,3.895524254442043,3.9636590480804443,110947200
305,VALE3.SA,2020-03-30,23.889227712855522,24.385461807250977,31298300
306,BBAS3.SA,2020-03-31,9.585098598234318,9.155081748962402,37808400
307,BBSE3.SA,2020-03-31,15.94712882072694,15.99217700958252,5590600
308,ITUB3.SA,2020-03-31,15.224400972765435,14.72425651550293,969430
309,PETR4.SA,2020-03-31,4.02883186263066,4.144364356994629,156116500
310,VALE3.SA,2020-03-31,24.69487917539029,25.231979370117188,39238000
311,BBAS3.SA,2020-04-01,8.830109227058326,8.767740249633789,39653200
312,BBSE3.SA,2020-04-01,15.528821420408725,15.483773231506348,6117400
313,ITUB3.SA,2020-04-01,14.347218385839993,13.85340690612793,904530
314,PETR4.SA,2020-04-01,3.984394965864169,4.236196994781494,114455000
315,VALE3.SA,2020-04-01,24.40881044463918,25.319541931152344,37092100
316,BBAS3.SA,2020-04-02,8.846520378685591,8.869498252868652,31444800
317,BBSE3.SA,2020-04-02,15.470902592893243,15.110514640808105,4939900
318,ITUB3.SA,2020-04-02,13.880105414006836,13.973529815673828,614350
319,PETR4.SA,2020-04-02,4.562058708100403,4.594645023345947,234951200
320,VALE3.SA,2020-04-02,25.658158286758724,24.975107192993164,34372600
321,BBAS3.SA,2020-04-03,8.813695045479394,8.370548248291016,37936200
322,BBSE3.SA,2020-04-03,15.142691684088577,14.988240242004395,5185600
323,ITUB3.SA,2020-04-03,13.973529317413401,13.339582443237305,1300420
324,PETR4.SA,2020-04-03,4.828673151480269,4.544285297393799,142898700
325,VALE3.SA,2020-04-03,24.98678056422041,23.644033432006836,31650000
326,BBAS3.SA,2020-04-06,8.912172397540807,9.145235061645508,42828000
327,BBSE3.SA,2020-04-06,15.773371705361507,15.207048416137695,3483400
328,ITUB3.SA,2020-04-06,14.053609862237813,14.020244598388672,1069200
329,PETR4.SA,2020-04-06,4.754613750886605,4.671667575836182,123934200
330,VALE3.SA,2020-04-06,24.870022249442293,25.179439544677734,32019300
331,BBAS3.SA,2020-04-07,9.667162752554521,9.575250625610352,43029400
332,BBSE3.SA,2020-04-07,16.28177337228749,16.075838088989258,4871500
333,ITUB3.SA,2020-04-07,14.547417197390569,14.814343452453613,1356740
334,PETR4.SA,2020-04-07,4.920506099521347,4.858295917510986,140498900
335,VALE3.SA,2020-04-07,26.382069080247852,25.55890655517578,34191900
336,BBAS3.SA,2020-04-08,9.617925571083127,9.759076118469238,39788200
337,BBSE3.SA,2020-04-08,16.165934348734943,16.41691780090332,3829000
338,ITUB3.SA,2020-04-08,14.560758798485974,15.321495056152344,1507770
339,PETR4.SA,2020-04-08,4.88792077300921,5.13083553314209,116151600
340,VALE3.SA,2020-04-08,25.395440489712108,25.401277542114258,29464500
341,BBAS3.SA,2020-04-09,9.959309247001585,9.73281192779541,35051200
342,BBSE3.SA,2020-04-09,16.59711480037585,16.590679168701172,3433400
343,ITUB3.SA,2020-04-09,15.2881349518466,15.181365013122559,1458160
344,PETR4.SA,2020-04-09,5.314503444132008,4.982717037200928,185771300
345,VALE3.SA,2020-04-09,25.65815334963577,25.267004013061523,29827800
346,BBAS3.SA,2020-04-13,9.76892101723357,9.926484107971191,36057400
347,BBSE3.SA,2020-04-13,16.616418044144613,16.790176391601562,2939200
348,ITUB3.SA,2020-04-13,15.221401125719268,15.214728355407715,681890
349,PETR4.SA,2020-04-13,4.98271539379614,5.015301704406738,93724000
350,VALE3.SA,2020-04-13,25.220304939902295,26.02011489868164,22066800
351,BBAS3.SA,2020-04-14,10.156264378773704,9.91663646697998,35539400
352,BBSE3.SA,2020-04-14,16.98967608020798,16.82235336303711,4110200
353,ITUB3.SA,2020-04-14,15.468314223569267,15.23475456237793,647020
354,PETR4.SA,2020-04-14,5.041964343918025,4.956055164337158,91017200
355,VALE3.SA,2020-04-14,26.63310508064126,25.99675941467285,24713600
356,BBAS3.SA,2020-04-15,9.677008258602585,9.73281192779541,33496400
357,BBSE3.SA,2020-04-15,16.63572455916159,16.867401123046875,4937700
358,ITUB3.SA,2020-04-15,15.21473472474103,14.854385375976562,889900
359,PETR4.SA,2020-04-15,4.751651427377862,4.852371692657471,86749600
360,VALE3.SA,2020-04-15,25.39543825255593,25.214458465576172,28808700
361,BBAS3.SA,2020-04-16,9.880529641639587,9.453795433044434,41468400
362,BBSE3.SA,2020-04-16,17.118383567873806,16.603544235229492,3287900
363,ITUB3.SA,2020-04-16,15.147996359496483,14.680878639221191,1294480
364,PETR4.SA,2020-04-16,4.938280767146551,4.65685510635376,115633300
365,VALE3.SA,2020-04-16,25.57058056530453,24.963424682617188,24442900
366,BBAS3.SA,2020-04-17,9.699987124175811,9.709835052490234,37230000
367,BBSE3.SA,2020-04-17,16.983240054921097,16.68077278137207,4408400
368,ITUB3.SA,2020-04-17,15.047908192679728,14.7676362991333,1062820
369,PETR4.SA,2020-04-17,4.665742167661039,4.7783122062683105,116733000
370,VALE3.SA,2020-04-17,25.62896416186744,25.68734359741211,23604600
371,BBAS3.SA,2020-04-20,9.51944742287196,9.516164779663086,35550000
